event_year,flattened_locations,category,count
2016,NE,Urban and Rural Development,254
2017,IT,Urban and Rural Development,478441
2017,HK,Urban and Rural Development,157437
2015,AS,Urban and Rural Development,451129
2016,LU,Urban and Rural Development,28098
2015,MN,Urban and Rural Development,6437
2017,LI,Urban and Rural Development,10057
2017,BH,Urban and Rural Development,8682
2015,BD,Urban and Rural Development,3739
2019,BN,Urban and Rural Development,4011
2016,NT,Urban and Rural Development,60
2017,SU,Urban and Rural Development,36530
2019,TZ,Urban and Rural Development,12180
2018,GR,Urban and Rural Development,192600
2015,JE,Urban and Rural Development,13513
2016,CM,Urban and Rural Development,25085
2018,FI,Urban and Rural Development,83276
2019,JE,Urban and Rural Development,17208
2017,MT,Urban and Rural Development,17239
2017,SC,Urban and Rural Development,98
2019,NF,Urban and Rural Development,72
2017,BU,Urban and Rural Development,66842
2019,LO,Urban and Rural Development,13658
2016,CT,Urban and Rural Development,7741
2017,WZ,Urban and Rural Development,2348
2016,FK,Urban and Rural Development,103
2018,UK,Urban and Rural Development,767781
2015,IT,Urban and Rural Development,412612
2018,MP,Urban and Rural Development,32428
2019,IT,Urban and Rural Development,254511
2017,WE,Urban and Rural Development,38243
2016,PL,Urban and Rural Development,254920
2016,RI,Urban and Rural Development,34688
2015,CM,Urban and Rural Development,20942
2019,CM,Urban and Rural Development,7949
2016,CN,Urban and Rural Development,1375
2015,FO,Urban and Rural Development,655
2015,SX,Urban and Rural Development,43
2019,IN,Urban and Rural Development,296053
2017,RS,Urban and Rural Development,637020
2018,IT,Urban and Rural Development,415531
2018,AS,Urban and Rural Development,371555
2015,AF,Urban and Rural Development,109891
2017,SP,Urban and Rural Development,495154
2018,GH,Urban and Rural Development,38405
2017,CO,Urban and Rural Development,154047
2016,BC,Urban and Rural Development,8037
2019,TK,Urban and Rural Development,742
2015,WS,Urban and Rural Development,2714
2017,GV,Urban and Rural Development,20822
2018,TD,Urban and Rural Development,7329
2016,TV,Urban and Rural Development,1018
2017,TD,Urban and Rural Development,8284
2019,MN,Urban and Rural Development,3896
2017,SB,Urban and Rural Development,90
2016,MQ,Urban and Rural Development,14
2016,LQ,Urban and Rural Development,12
2018,GT,Urban and Rural Development,41320
2016,TZ,Urban and Rural Development,35283
2019,ET,Urban and Rural Development,20376
2017,MV,Urban and Rural Development,8102
2018,BC,Urban and Rural Development,5873
2015,PS,Urban and Rural Development,3275
2019,BY,Urban and Rural Development,2705
2017,LQ,Urban and Rural Development,17
2015,CA,Urban and Rural Development,374458
2018,SZ,Urban and Rural Development,186895
2016,BX,Urban and Rural Development,43344
2015,EI,Urban and Rural Development,104625
2015,MG,Urban and Rural Development,27593
2016,GJ,Urban and Rural Development,6124
2015,GB,Urban and Rural Development,8659
2017,MF,Urban and Rural Development,632
2015,SP,Urban and Rural Development,425100
2018,JE,Urban and Rural Development,15158
2019,CF,Urban and Rural Development,25181
2018,NP,Urban and Rural Development,32949
2018,EK,Urban and Rural Development,2171
2018,IZ,Urban and Rural Development,104466
2018,SG,Urban and Rural Development,23097
2017,BF,Urban and Rural Development,12820
2017,GI,Urban and Rural Development,3162
2019,SC,Urban and Rural Development,150
2019,PU,Urban and Rural Development,934
2017,WQ,Urban and Rural Development,404
2019,PG,Urban and Rural Development,50
2017,FQ,Urban and Rural Development,41
2015,FQ,Urban and Rural Development,4
2017,KE,Urban and Rural Development,60748
2017,BA,Urban and Rural Development,23536
2019,TW,Urban and Rural Development,130927
2016,YM,Urban and Rural Development,60681
2015,MK,Urban and Rural Development,25189
2019,YM,Urban and Rural Development,17128
2018,CS,Urban and Rural Development,10682
2017,DO,Urban and Rural Development,10420
2015,SE,Urban and Rural Development,3929
2016,AA,Urban and Rural Development,2932
2015,SH,Urban and Rural Development,315
2017,KN,Urban and Rural Development,89277
2016,SZ,Urban and Rural Development,265985
2018,FR,Urban and Rural Development,575826
2015,IN,Urban and Rural Development,521751
2018,CF,Urban and Rural Development,37780
2017,MA,Urban and Rural Development,16282
2015,CU,Urban and Rural Development,71585
2018,TW,Urban and Rural Development,183286
2019,CO,Urban and Rural Development,69222
2015,PO,Urban and Rural Development,71635
2017,ES,Urban and Rural Development,16060
2018,FJ,Urban and Rural Development,8956
2019,BP,Urban and Rural Development,1537
2016,PU,Urban and Rural Development,4417
2015,PF,Urban and Rural Development,164
2017,AQ,Urban and Rural Development,1362
2018,KS,Urban and Rural Development,213389
2015,ET,Urban and Rural Development,44766
2016,LY,Urban and Rural Development,67766
2016,RE,Urban and Rural Development,23970
2019,AS,Urban and Rural Development,202534
2015,CB,Urban and Rural Development,26245
2016,CU,Urban and Rural Development,114867
2017,CM,Urban and Rural Development,20541
2018,RI,Urban and Rural Development,27955
2017,PL,Urban and Rural Development,235422
2016,MP,Urban and Rural Development,47988
2016,RM,Urban and Rural Development,3020
2019,AY,Urban and Rural Development,5629
2016,FP,Urban and Rural Development,1813
2017,BE,Urban and Rural Development,171398
2016,TH,Urban and Rural Development,211756
2018,SA,Urban and Rural Development,88879
2017,EI,Urban and Rural Development,106657
2019,KG,Urban and Rural Development,17402
2018,GB,Urban and Rural Development,3771
2017,IV,Urban and Rural Development,14382
2015,GV,Urban and Rural Development,25968
2017,CJ,Urban and Rural Development,2215
2017,TP,Urban and Rural Development,2843
2017,WS,Urban and Rural Development,3597
2015,BV,Urban and Rural Development,8
2015,ID,Urban and Rural Development,117357
2015,HA,Urban and Rural Development,33500
2017,KZ,Urban and Rural Development,49989
2019,LE,Urban and Rural Development,27383
2016,IC,Urban and Rural Development,48029
2015,NU,Urban and Rural Development,17724
2016,KZ,Urban and Rural Development,36999
2017,CS,Urban and Rural Development,12274
2015,CY,Urban and Rural Development,19091
2016,VQ,Urban and Rural Development,1482
2019,LQ,Urban and Rural Development,14
2016,JA,Urban and Rural Development,434897
2017,SN,Urban and Rural Development,98801
2015,GM,Urban and Rural Development,609623
2016,MK,Urban and Rural Development,58484
2019,WE,Urban and Rural Development,26412
2018,DR,Urban and Rural Development,8466
2016,PP,Urban and Rural Development,10291
2019,SO,Urban and Rural Development,15158
2019,MA,Urban and Rural Development,6228
2019,BD,Urban and Rural Development,3103
2015,TK,Urban and Rural Development,1089
2019,CV,Urban and Rural Development,1439
2015,MH,Urban and Rural Development,1205
2019,FK,Urban and Rural Development,37
2015,MQ,Urban and Rural Development,13
2019,UY,Urban and Rural Development,14471
2017,AU,Urban and Rural Development,129175
2018,GG,Urban and Rural Development,9744
2015,VC,Urban and Rural Development,3525
2017,CD,Urban and Rural Development,13952
2018,SU,Urban and Rural Development,28478
2015,CJ,Urban and Rural Development,1530
2017,NE,Urban and Rural Development,223
2015,WQ,Urban and Rural Development,39
2017,JA,Urban and Rural Development,441797
2017,GR,Urban and Rural Development,256745
2019,GR,Urban and Rural Development,116458
2016,HU,Urban and Rural Development,136363
2015,ML,Urban and Rural Development,41109
2018,BH,Urban and Rural Development,7450
2017,EC,Urban and Rural Development,43863
2016,JE,Urban and Rural Development,21245
2016,GP,Urban and Rural Development,15346
2018,TZ,Urban and Rural Development,21324
2018,MR,Urban and Rural Development,8764
2016,SL,Urban and Rural Development,11804
2018,MB,Urban and Rural Development,2510
2018,CN,Urban and Rural Development,1282
2019,VQ,Urban and Rural Development,1480
2018,LQ,Urban and Rural Development,36
2018,MX,Urban and Rural Development,342101
2016,IR,Urban and Rural Development,393246
2018,ID,Urban and Rural Development,145507
2016,EG,Urban and Rural Development,250783
2015,AE,Urban and Rural Development,68895
2018,TS,Urban and Rural Development,21755
2017,GT,Urban and Rural Development,28696
2016,NI,Urban and Rural Development,105067
2016,PO,Urban and Rural Development,114736
2019,PP,Urban and Rural Development,4118
2019,MD,Urban and Rural Development,9855
2018,HA,Urban and Rural Development,21316
2019,GK,Urban and Rural Development,863
2018,IO,Urban and Rural Development,37
2017,WF,Urban and Rural Development,2
2018,CH,Urban and Rural Development,1468593
2018,AF,Urban and Rural Development,80318
2018,HO,Urban and Rural Development,25981
2017,GG,Urban and Rural Development,11983
2019,GV,Urban and Rural Development,8493
2018,PF,Urban and Rural Development,361
2016,GV,Urban and Rural Development,24969
2015,MV,Urban and Rural Development,5745
2015,GJ,Urban and Rural Development,3621
2016,MT,Urban and Rural Development,13152
2019,ST,Urban and Rural Development,974
2015,TL,Urban and Rural Development,142
2018,FQ,Urban and Rural Development,23
2015,NN,Urban and Rural Development,2
2018,TU,Urban and Rural Development,284366
2015,RO,Urban and Rural Development,98872
2019,UP,Urban and Rural Development,73161
2017,SZ,Urban and Rural Development,200816
2019,AE,Urban and Rural Development,35687
2016,LH,Urban and Rural Development,53545
2016,WE,Urban and Rural Development,35819
2017,MI,Urban and Rural Development,10691
2018,RM,Urban and Rural Development,1551
2018,WZ,Urban and Rural Development,1830
2018,IM,Urban and Rural Development,369
2019,UK,Urban and Rural Development,490824
2018,SP,Urban and Rural Development,373628
2016,RS,Urban and Rural Development,743751
2017,DA,Urban and Rural Development,101376
2017,ET,Urban and Rural Development,32608
2017,MG,Urban and Rural Development,30101
2017,LG,Urban and Rural Development,28028
2017,PM,Urban and Rural Development,36025
2015,DR,Urban and Rural Development,8492
2018,AA,Urban and Rural Development,1264
2019,RM,Urban and Rural Development,1259
2018,FO,Urban and Rural Development,908
2018,RP,Urban and Rural Development,82544
2019,TH,Urban and Rural Development,72808
2015,FI,Urban and Rural Development,70099
2016,VM,Urban and Rural Development,287693
2015,NL,Urban and Rural Development,147542
2019,BH,Urban and Rural Development,3780
2017,MC,Urban and Rural Development,24530
2018,WS,Urban and Rural Development,3455
2019,MG,Urban and Rural Development,20604
2019,MU,Urban and Rural Development,8708
2018,TO,Urban and Rural Development,6176
2018,MF,Urban and Rural Development,1065
2015,YI,Urban and Rural Development,1778
2019,AQ,Urban and Rural Development,707
2019,WQ,Urban and Rural Development,43
2015,MT,Urban and Rural Development,9797
2016,AG,Urban and Rural Development,54834
2017,NL,Urban and Rural Development,160791
2017,LU,Urban and Rural Development,23076
2018,BL,Urban and Rural Development,30741
2016,MC,Urban and Rural Development,25269
2019,IZ,Urban and Rural Development,50661
2015,BE,Urban and Rural Development,158362
2017,OC,Urban and Rural Development,5291
2016,OC,Urban and Rural Development,5006
2019,NO,Urban and Rural Development,47677
2019,TO,Urban and Rural Development,3222
2019,FM,Urban and Rural Development,762
2018,NH,Urban and Rural Development,2624
2019,KT,Urban and Rural Development,332
2018,GY,Urban and Rural Development,4687
2017,RQ,Urban and Rural Development,42377
2017,PE,Urban and Rural Development,94320
2017,CF,Urban and Rural Development,22352
2019,MT,Urban and Rural Development,7350
2019,GH,Urban and Rural Development,22156
2017,BM,Urban and Rural Development,28737
2018,MV,Urban and Rural Development,7520
2019,DA,Urban and Rural Development,43292
2017,EK,Urban and Rural Development,2642
2016,BP,Urban and Rural Development,3970
2015,CQ,Urban and Rural Development,210
2019,CN,Urban and Rural Development,1627
2016,MB,Urban and Rural Development,2995
2016,SC,Urban and Rural Development,138
2015,SC,Urban and Rural Development,204
2019,US,Urban and Rural Development,1871540
2017,TU,Urban and Rural Development,376039
2015,BA,Urban and Rural Development,14704
2015,GR,Urban and Rural Development,212493
2019,PE,Urban and Rural Development,46946
2018,VE,Urban and Rural Development,85421
2017,CI,Urban and Rural Development,89916
2017,BD,Urban and Rural Development,4070
2019,SG,Urban and Rural Development,9940
2018,GL,Urban and Rural Development,5548
2019,TT,Urban and Rural Development,1519
2019,LG,Urban and Rural Development,12889
2018,RN,Urban and Rural Development,759
2018,NF,Urban and Rural Development,283
2017,SW,Urban and Rural Development,263901
2015,VM,Urban and Rural Development,193745
2016,AR,Urban and Rural Development,216646
2016,MA,Urban and Rural Development,14903
2018,SO,Urban and Rural Development,28159
2017,PU,Urban and Rural Development,4536
2018,KE,Urban and Rural Development,51140
2019,CY,Urban and Rural Development,12891
2016,SE,Urban and Rural Development,4249
2018,JM,Urban and Rural Development,17871
2017,AC,Urban and Rural Development,7608
2019,UG,Urban and Rural Development,13433
2018,IP,Urban and Rural Development,3
2017,EU,Urban and Rural Development,1
2015,CE,Urban and Rural Development,33492
2018,CE,Urban and Rural Development,32932
2015,IS,Urban and Rural Development,129877
2016,EN,Urban and Rural Development,29159
2015,LI,Urban and Rural Development,16481
2016,PG,Urban and Rural Development,1228
2018,KG,Urban and Rural Development,22203
2018,PP,Urban and Rural Development,11924
2019,GJ,Urban and Rural Development,2567
2019,AV,Urban and Rural Development,218
2017,TS,Urban and Rural Development,31214
2016,SI,Urban and Rural Development,32988
2016,CF,Urban and Rural Development,26269
2018,AU,Urban and Rural Development,111735
2015,IZ,Urban and Rural Development,190759
2016,BN,Urban and Rural Development,10732
2015,GT,Urban and Rural Development,29268
2018,BT,Urban and Rural Development,8182
2016,AJ,Urban and Rural Development,34322
2018,PS,Urban and Rural Development,2030
2017,VC,Urban and Rural Development,5421
2015,BP,Urban and Rural Development,5234
2016,YI,Urban and Rural Development,2410
2019,BG,Urban and Rural Development,44441
2015,TP,Urban and Rural Development,436
2015,SN,Urban and Rural Development,102537
2017,AY,Urban and Rural Development,10123
2019,TI,Urban and Rural Development,5098
2015,BX,Urban and Rural Development,24267
2015,BK,Urban and Rural Development,6713
2019,EC,Urban and Rural Development,18937
2018,GZ,Urban and Rural Development,12829
2015,GL,Urban and Rural Development,4613
2015,GI,Urban and Rural Development,2229
2017,KT,Urban and Rural Development,1295
2019,SV,Urban and Rural Development,629
2015,SW,Urban and Rural Development,207986
2015,BR,Urban and Rural Development,257242
2016,AO,Urban and Rural Development,42591
2017,AL,Urban and Rural Development,30695
2018,ET,Urban and Rural Development,26138
2018,WE,Urban and Rural Development,49617
2018,YM,Urban and Rural Development,33389
2015,CT,Urban and Rural Development,9994
2016,BD,Urban and Rural Development,3784
2018,AN,Urban and Rural Development,3148
2016,KR,Urban and Rural Development,1748
2019,WI,Urban and Rural Development,456
2019,PF,Urban and Rural Development,117
2018,RO,Urban and Rural Development,135476
2016,GR,Urban and Rural Development,287043
2018,NG,Urban and Rural Development,23206
2019,AO,Urban and Rural Development,6367
2015,NH,Urban and Rural Development,13467
2018,BO,Urban and Rural Development,36866
2015,EN,Urban and Rural Development,21191
2018,TN,Urban and Rural Development,3581
2016,GQ,Urban and Rural Development,4433
2015,UZ,Urban and Rural Development,10842
2015,AV,Urban and Rural Development,502
2017,CQ,Urban and Rural Development,243
2016,TL,Urban and Rural Development,205
2018,FS,Urban and Rural Development,1
2015,VE,Urban and Rural Development,213851
2015,AM,Urban and Rural Development,42236
2019,SP,Urban and Rural Development,235092
2018,BG,Urban and Rural Development,60461
2018,MT,Urban and Rural Development,12460
2015,BL,Urban and Rural Development,45171
2018,RB,Urban and Rural Development,26502
2015,DJ,Urban and Rural Development,14368
2018,DJ,Urban and Rural Development,13804
2015,SG,Urban and Rural Development,30709
2018,WA,Urban and Rural Development,8071
2016,NH,Urban and Rural Development,4663
2015,MA,Urban and Rural Development,10697
2017,MN,Urban and Rural Development,7249
2019,OD,Urban and Rural Development,4793
2015,AA,Urban and Rural Development,1960
2017,HQ,Urban and Rural Development,51
2016,KQ,Urban and Rural Development,4
2018,BV,Urban and Rural Development,13
2017,QA,Urban and Rural Development,46260
2018,TX,Urban and Rural Development,6590
2017,UV,Urban and Rural Development,59496
2017,LH,Urban and Rural Development,45988
2016,AN,Urban and Rural Development,5263
2016,GB,Urban and Rural Development,8144
2019,BX,Urban and Rural Development,15302
2019,SI,Urban and Rural Development,10471
2018,YI,Urban and Rural Development,2467
2017,NR,Urban and Rural Development,1645
2016,AC,Urban and Rural Development,1796
2015,CN,Urban and Rural Development,1424
2019,MB,Urban and Rural Development,1469
2015,RM,Urban and Rural Development,2426
2019,WS,Urban and Rural Development,1708
2016,MH,Urban and Rural Development,1166
2017,LE,Urban and Rural Development,87087
2015,NI,Urban and Rural Development,84695
2016,RO,Urban and Rural Development,172720
2016,CI,Urban and Rural Development,100566
2016,TD,Urban and Rural Development,9316
2016,PA,Urban and Rural Development,30673
2015,MI,Urban and Rural Development,8534
2015,ER,Urban and Rural Development,9503
2016,BB,Urban and Rural Development,5788
2018,NS,Urban and Rural Development,1566
2015,RS,Urban and Rural Development,436317
2018,IN,Urban and Rural Development,479248
2018,RQ,Urban and Rural Development,23986
2016,SW,Urban and Rural Development,334584
2017,FO,Urban and Rural Development,2899
2016,ES,Urban and Rural Development,19867
2015,GG,Urban and Rural Development,11287
2017,BK,Urban and Rural Development,7552
2019,NU,Urban and Rural Development,9474
2019,GY,Urban and Rural Development,3133
2018,GP,Urban and Rural Development,8837
2016,GI,Urban and Rural Development,5883
2017,NS,Urban and Rural Development,2053
2018,AC,Urban and Rural Development,2812
2017,TL,Urban and Rural Development,143
2016,WQ,Urban and Rural Development,33
2015,BQ,Urban and Rural Development,2
2015,UC,Urban and Rural Development,4
2016,US,Urban and Rural Development,3843003
2017,BO,Urban and Rural Development,48594
2017,LT,Urban and Rural Development,2710
2018,IS,Urban and Rural Development,197167
2018,CA,Urban and Rural Development,439749
2017,JO,Urban and Rural Development,74308
2018,LE,Urban and Rural Development,60994
2016,HK,Urban and Rural Development,184332
2018,AG,Urban and Rural Development,28275
2016,PM,Urban and Rural Development,48271
2019,UV,Urban and Rural Development,36351
2017,TZ,Urban and Rural Development,30877
2018,GA,Urban and Rural Development,8404
2018,BM,Urban and Rural Development,17067
2016,MJ,Urban and Rural Development,14796
2016,FJ,Urban and Rural Development,15910
2016,VI,Urban and Rural Development,1607
2019,CD,Urban and Rural Development,6061
2019,LI,Urban and Rural Development,4910
2017,KQ,Urban and Rural Development,6
2015,UK,Urban and Rural Development,682041
2015,MR,Urban and Rural Development,11606
2015,JO,Urban and Rural Development,60933
2017,MP,Urban and Rural Development,36452
2018,BU,Urban and Rural Development,66949
2015,IV,Urban and Rural Development,14267
2016,MD,Urban and Rural Development,22592
2015,GZ,Urban and Rural Development,6833
2016,EI,Urban and Rural Development,129080
2018,MA,Urban and Rural Development,8769
2018,AO,Urban and Rural Development,17646
2018,GK,Urban and Rural Development,1313
2016,PF,Urban and Rural Development,885
2018,AQ,Urban and Rural Development,899
2018,SB,Urban and Rural Development,42
2016,FQ,Urban and Rural Development,16
2018,CK,Urban and Rural Development,3
2018,VM,Urban and Rural Development,262571
2018,UY,Urban and Rural Development,24643
2018,PO,Urban and Rural Development,79411
2018,MG,Urban and Rural Development,30505
2019,MK,Urban and Rural Development,24050
2017,TI,Urban and Rural Development,10526
2019,LY,Urban and Rural Development,16163
2016,VC,Urban and Rural Development,5396
2016,CY,Urban and Rural Development,30637
2015,BH,Urban and Rural Development,7134
2015,ES,Urban and Rural Development,14100
2017,NU,Urban and Rural Development,19543
2016,BY,Urban and Rural Development,10553
2017,SV,Urban and Rural Development,884
2019,MI,Urban and Rural Development,13066
2017,LA,Urban and Rural Development,16165
2018,OC,Urban and Rural Development,4241
2017,NC,Urban and Rural Development,1345
2017,NT,Urban and Rural Development,117
2019,TE,Urban and Rural Development,1
2019,RS,Urban and Rural Development,304552
2015,BU,Urban and Rural Development,63136
2017,GM,Urban and Rural Development,759614
2017,RP,Urban and Rural Development,127959
2016,ML,Urban and Rural Development,50283
2019,SY,Urban and Rural Development,84978
2019,EN,Urban and Rural Development,14522
2016,NU,Urban and Rural Development,24178
2018,SL,Urban and Rural Development,8389
2019,GZ,Urban and Rural Development,4911
2018,NU,Urban and Rural Development,17313
2017,KV,Urban and Rural Development,11453
2017,PP,Urban and Rural Development,8101
2018,CW,Urban and Rural Development,715
2018,GI,Urban and Rural Development,2932
2018,CQ,Urban and Rural Development,479
2018,TH,Urban and Rural Development,114864
2015,KS,Urban and Rural Development,193762
2016,GT,Urban and Rural Development,33262
2018,IR,Urban and Rural Development,149047
2015,AC,Urban and Rural Development,1223
2018,LH,Urban and Rural Development,40804
2018,CU,Urban and Rural Development,47621
2018,CM,Urban and Rural Development,15315
2018,GQ,Urban and Rural Development,3315
2017,BB,Urban and Rural Development,4950
2017,FP,Urban and Rural Development,1038
2019,LS,Urban and Rural Development,992
2019,PC,Urban and Rural Development,80
2018,EZ,Urban and Rural Development,95693
2017,SO,Urban and Rural Development,49531
2015,UV,Urban and Rural Development,88742
2017,SA,Urban and Rural Development,119804
2017,UG,Urban and Rural Development,27081
2016,GG,Urban and Rural Development,11342
2015,AY,Urban and Rural Development,6588
2016,PS,Urban and Rural Development,3424
2017,PS,Urban and Rural Development,2653
2019,VC,Urban and Rural Development,1840
2016,TP,Urban and Rural Development,2060
2017,CN,Urban and Rural Development,1193
2019,FO,Urban and Rural Development,303
2019,SN,Urban and Rural Development,62927
2017,HR,Urban and Rural Development,38566
2017,TX,Urban and Rural Development,11649
2019,GQ,Urban and Rural Development,1986
2018,LA,Urban and Rural Development,18138
2015,MY,Urban and Rural Development,81466
2016,TN,Urban and Rural Development,4007
2017,CB,Urban and Rural Development,29704
2016,CD,Urban and Rural Development,19336
2018,EN,Urban and Rural Development,28749
2015,LU,Urban and Rural Development,19397
2015,TI,Urban and Rural Development,13059
2019,MY,Urban and Rural Development,37147
2017,VT,Urban and Rural Development,2630
2018,NT,Urban and Rural Development,82
2015,EU,Urban and Rural Development,1
2019,CH,Urban and Rural Development,1079605
2019,PL,Urban and Rural Development,111916
2018,JA,Urban and Rural Development,382181
2019,NI,Urban and Rural Development,52611
2019,BL,Urban and Rural Development,22654
2017,JM,Urban and Rural Development,25716
2017,SG,Urban and Rural Development,31366
2018,NI,Urban and Rural Development,86346
2018,ES,Urban and Rural Development,22799
2017,US,Urban and Rural Development,3402688
2017,MX,Urban and Rural Development,426426
2016,MI,Urban and Rural Development,15856
2016,NC,Urban and Rural Development,1890
2016,MV,Urban and Rural Development,6936
2015,CW,Urban and Rural Development,709
2015,NS,Urban and Rural Development,1748
2019,YI,Urban and Rural Development,1268
2017,FK,Urban and Rural Development,138
2018,NE,Urban and Rural Development,259
2015,LQ,Urban and Rural Development,23
2017,KU,Urban and Rural Development,26108
2018,SN,Urban and Rural Development,103966
2016,AE,Urban and Rural Development,90213
2019,QA,Urban and Rural Development,16234
2016,RQ,Urban and Rural Development,20841
2019,RB,Urban and Rural Development,14366
2019,UZ,Urban and Rural Development,7084
2017,IM,Urban and Rural Development,305
2019,IO,Urban and Rural Development,63
2019,SW,Urban and Rural Development,113256
2016,KS,Urban and Rural Development,253795
2019,NL,Urban and Rural Development,75938
2019,AL,Urban and Rural Development,10128
2016,HO,Urban and Rural Development,29079
2017,ZI,Urban and Rural Development,31614
2016,GH,Urban and Rural Development,47570
2018,OD,Urban and Rural Development,10823
2015,MJ,Urban and Rural Development,12186
2016,ER,Urban and Rural Development,9631
2018,VI,Urban and Rural Development,1051
2019,NC,Urban and Rural Development,745
2017,CA,Urban and Rural Development,446741
2017,EG,Urban and Rural Development,224363
2015,HR,Urban and Rural Development,33546
2015,RP,Urban and Rural Development,102062
2016,LI,Urban and Rural Development,16115
2018,SY,Urban and Rural Development,222278
2017,CV,Urban and Rural Development,4287
2016,PE,Urban and Rural Development,115674
2019,LH,Urban and Rural Development,22731
2019,JM,Urban and Rural Development,14311
2018,LU,Urban and Rural Development,19099
2018,FP,Urban and Rural Development,660
2015,SL,Urban and Rural Development,12763
2015,KT,Urban and Rural Development,837
2018,KR,Urban and Rural Development,1395
2018,PG,Urban and Rural Development,205
2019,TL,Urban and Rural Development,140
2015,HQ,Urban and Rural Development,55
2019,NH,Urban and Rural Development,1786
2017,MU,Urban and Rural Development,23255
2019,RI,Urban and Rural Development,15203
2016,NL,Urban and Rural Development,357890
2017,NP,Urban and Rural Development,40294
2017,AE,Urban and Rural Development,77168
2015,CF,Urban and Rural Development,23855
2019,MV,Urban and Rural Development,4270
2016,SO,Urban and Rural Development,39137
2015,JQ,Urban and Rural Development,15
2019,EK,Urban and Rural Development,1020
2019,JN,Urban and Rural Development,5
2015,CI,Urban and Rural Development,92898
2016,AU,Urban and Rural Development,157027
2019,BM,Urban and Rural Development,10424
2015,MO,Urban and Rural Development,131456
2016,NO,Urban and Rural Development,117528
2019,AC,Urban and Rural Development,833
2015,ZI,Urban and Rural Development,28082
2018,TT,Urban and Rural Development,2445
2017,VM,Urban and Rural Development,257697
2015,TU,Urban and Rural Development,299453
2017,UZ,Urban and Rural Development,20770
2017,DR,Urban and Rural Development,16252
2018,EG,Urban and Rural Development,163953
2019,GP,Urban and Rural Development,4687
2016,SV,Urban and Rural Development,1716
2015,GQ,Urban and Rural Development,3449
2016,AV,Urban and Rural Development,428
2018,DA,Urban and Rural Development,73108
2016,BR,Urban and Rural Development,347976
2015,SY,Urban and Rural Development,320363
2016,AM,Urban and Rural Development,49969
2015,TW,Urban and Rural Development,161378
2015,DA,Urban and Rural Development,74197
2019,MJ,Urban and Rural Development,13181
2018,WI,Urban and Rural Development,784
2016,TX,Urban and Rural Development,21252
2019,MR,Urban and Rural Development,3393
2019,KV,Urban and Rural Development,4093
2019,VI,Urban and Rural Development,1330
2018,VT,Urban and Rural Development,2627
2016,IM,Urban and Rural Development,674
2016,KT,Urban and Rural Development,725
2017,BV,Urban and Rural Development,8
2019,NT,Urban and Rural Development,35
2015,EC,Urban and Rural Development,43707
2015,QA,Urban and Rural Development,37542
2016,CB,Urban and Rural Development,35136
2018,KN,Urban and Rural Development,59260
2018,IV,Urban and Rural Development,9521
2019,DO,Urban and Rural Development,3387
2019,OC,Urban and Rural Development,2197
2019,TN,Urban and Rural Development,1806
2019,SB,Urban and Rural Development,83
2017,CW,Urban and Rural Development,1297
2019,KR,Urban and Rural Development,1059
2018,HQ,Urban and Rural Development,22
2018,GM,Urban and Rural Development,647184
2016,TU,Urban and Rural Development,542506
2018,QA,Urban and Rural Development,23044
2019,MP,Urban and Rural Development,25364
2018,MC,Urban and Rural Development,26713
2017,AN,Urban and Rural Development,4434
2016,BQ,Urban and Rural Development,142
2017,SF,Urban and Rural Development,95741
2015,ZA,Urban and Rural Development,23172
2019,FR,Urban and Rural Development,353571
2019,TS,Urban and Rural Development,13981
2016,SN,Urban and Rural Development,120608
2016,KE,Urban and Rural Development,77301
2017,TW,Urban and Rural Development,188681
2017,AF,Urban and Rural Development,104386
2016,ID,Urban and Rural Development,179948
2016,HR,Urban and Rural Development,43941
2016,CA,Urban and Rural Development,487887
2015,GH,Urban and Rural Development,39128
2018,MK,Urban and Rural Development,44445
2015,PP,Urban and Rural Development,8508
2017,VI,Urban and Rural Development,5629
2017,NH,Urban and Rural Development,3343
2019,BB,Urban and Rural Development,3022
2018,PC,Urban and Rural Development,235
2015,PG,Urban and Rural Development,1784
2015,AJ,Urban and Rural Development,27005
2018,AL,Urban and Rural Development,23454
2015,BM,Urban and Rural Development,30274
2016,HA,Urban and Rural Development,69793
2018,GV,Urban and Rural Development,19612
2017,HO,Urban and Rural Development,22349
2016,TT,Urban and Rural Development,4323
2019,BA,Urban and Rural Development,7784
2015,TN,Urban and Rural Development,2435
2018,TL,Urban and Rural Development,169
2015,MB,Urban and Rural Development,2129
2018,GJ,Urban and Rural Development,4771
2017,UK,Urban and Rural Development,919973
2017,WA,Urban and Rural Development,9814
2017,NO,Urban and Rural Development,93003
2017,MB,Urban and Rural Development,3935
2018,KV,Urban and Rural Development,9907
2017,TV,Urban and Rural Development,731
2017,GY,Urban and Rural Development,5505
2019,MF,Urban and Rural Development,577
2019,AA,Urban and Rural Development,959
2019,FQ,Urban and Rural Development,10
2017,NZ,Urban and Rural Development,98472
2015,AU,Urban and Rural Development,128590
2016,BG,Urban and Rural Development,100061
2015,SA,Urban and Rural Development,120433
2015,AG,Urban and Rural Development,45355
2019,GM,Urban and Rural Development,416558
2019,SA,Urban and Rural Development,42743
2016,NP,Urban and Rural Development,55543
2018,AR,Urban and Rural Development,148114
2019,EI,Urban and Rural Development,68353
2016,RB,Urban and Rural Development,38128
2015,KG,Urban and Rural Development,20856
2019,IS,Urban and Rural Development,99472
